NAME;RATING
S.M.79 bis/N (Germany);2.3
S.M.79 bis/T.M (Germany);2.3
S.M.79 serie 1 (Germany);1.7
S.M.79 serie 4 (Germany);2.3
S.M.79 serie 8 (Germany);2.0
Sea Hawk Mk.100 (Germany);8.0
Su-22M4 (Germany);11.3
Su-22UM3K (Germany);11.3
Ta 152 C-3;6.3
Ta 152 H-1;6.0
Ta 154 A-1;4.3
Tempest Mk V (Germany);5.7
Tornado IDS ASSTA1 (Germany);11.7
Tornado IDS MFG (Germany);11.3
Tornado IDS WTD61 (Germany);11.3
Wellington Mk Ic (Germany);2.3
Yak-1B (Germany);3.0
A-20G-30 (USSR);3.7
Ar-2;2.3
B-25J-30 (USSR);4.0
BB-1;1.3
Be-6;5.0
BI;6.7
DB-3B;2.7
Dolgushin's La-7;4.7
Eremin's Yak-3(e);4.0
Fw 190 D-9 (USSR);5.0
Golovachev's Yak-9M;3.7
Hampden TB Mk I (USSR);1.7
Hurricane Mk IIB (USSR);3.0
I-15 M-22;1.0
I-15 M-25;1.0
I-15 WR;1.0
I-153 M-62;2.3
I-153P;2.7
I-15bis;1.0
I-16 type 10;2.0
I-16 type 18;2.3
I-16 type 24;2.7
I-16 type 27;3.3
I-16 type 28;3.3
I-16 type 5;1.3
I-180S;3.0
I-185 (M-71);4.3
I-185 (M-82);3.7
I-225;5.0
I-29;3.0
I-301;3.0
IL-10;5.0
IL-10 (1946);5.0
IL-2 (1941);2.3
IL-2 (1942);3.0
IL-2 M-82;2.7
IL-2-37;2.7
IL-28;8.0
IL-28Sh;8.0
IL-2M Avenger;3.3
IL-2M (1943);3.3
IL-2M type 3;3.3
IL-4;2.7
IL-8 (1944);3.7
ITP (M-1);4.0
KOR-1;1.3
Krasnolutsky's I-15bis;1.0
La-11;5.3
La-15;8.0
La-174;8.0
La-200;7.7
La-5;3.0
La-5F;3.3
La-5FN;3.7
La-7;4.7
La-7B-20;5.0
La-9;6.0
LaGG-3-11;2.0
LaGG-3-23;2.3
LaGG-3-34;2.3
LaGG-3-35;2.3
LaGG-3-4;2.3
LaGG-3-66;2.7
LaGG-3-8;2.0
MBR-2-M-34;1.0
MiG-15;8.0
MiG-15bis;8.3
MiG-15bis ISh;8.0
MiG-17;8.7
MiG-17AS;9.0
MiG-19PT;9.3
MiG-21bis;11.0
MiG-21F-13;9.3
MiG-21PFM;9.3
MiG-21S (R-13-300);9.7
MiG-21SMT;10.7
MiG-23M;11.0
MiG-23ML;11.7
MiG-23MLD;11.7
MiG-27K;11.3
MiG-27M;11.3
MiG-29;12.7
MiG-29SMT;13.3
MiG-3-15;2.3
MiG-3-15 (BK);2.3
MiG-3-34;2.7
MiG-9;7.3
MiG-9 (l);7.3
;
P-39K-1 (USSR);2.7
P-39Q-15 (USSR);3.3
P-40E-1 (USSR);2.7
P-47D-27 (USSR);4.3
P-63A-10 (USSR);4.0
P-63A-5 (USSR);3.3
P-63C-5 (USSR);4.0
PBY-5A Catalina (USSR);1.7
Pe-2-1;3.3
Pe-2-110;3.7
Pe-2-205;3.7
Pe-2-31;3.3
Pe-2-359;4.3
Pe-2-83;3.3
Pe-3;2.0
Pe-3 (e);2.3
Pe-3bis;2.7
Pe-8;4.3
Po-2;1.0
Po-2 Night Witch;1.0
Po-2M;1.0
Pokryshkin's P-39N-0 (USSR);3.0
SB 2M-100;1.0
SB 2M-103;2.0
SB 2M-103 MV-3;1.7
SB 2M-103U;2.3
SB 2M-103U MV-3;2.3
SB 2M-105;2.7
Spitfire Mk IXc (USSR);5.7
Su-11;7.3
Su-17M2;10.7
Su-17M4;11.3
Su-2 (M-82);2.7
Su-2 MV-5;1.7
Su-2 TSS-1;2.0
Su-22M3;11.3
Su-24M;11.3
Su-25;10.3
Su-25BM;11.3
Su-25K;10.3
Su-25SM3;12.3
Su-25T;11.7
Su-27;13.0
Su-27SM;13.7
Su-39;11.7
Su-6;4.0
Su-6 (AM-42);4.7
Su-6 (M-71F);4.3
Su-7B;9.3
Su-7BKL;9.3
Su-7BMK;9.3
Su-8;4.7
Su-9;7.0
Tandem MAI;2.0
TB-3M-17-32;1.3
TIS MA;4.3
Tu-1;5.3
Tu-14T;8.0
Tu-2;4.7
Tu-2S;5.3
Tu-2S-44;5.3
Tu-2S-59;5.7
Tu-4;8.0
Yak-1;2.3
Yak-141;12.7
Yak-15;6.7
Yak-15P;6.3
Yak-17;6.7
Yak-1B;3.0
Yak-2 KABB;2.3
Yak-23;8.7
Yak-28B;9.3
Yak-3;4.3
Yak-3 (VK-107);5.7
Yak-30D;8.7
Yak-38;9.3
Yak-38M;9.3
Yak-3P;5.0
Yak-3T;5.0
Yak-3U;5.7
Yak-4;2.0
Yak-7B;2.7
Yak-9;3.0
Yak-9B;3.0
Yak-9K;4.0
Yak-9P;5.0
Yak-9T;4.0
Yak-9U;4.7
Yak-9UT;5.7
Yer-2 (ACh-30B) (e);4.3
Yer-2 (ACh-30B) (l);4.3
Yer-2 (M-105);3.3
Yer-2 (M-105) TAT;3.7
Yer-2 (M-105R) LU;3.7
Yer-2 (M-105R) TAT;3.7
Zhukovsky's I-153-M62;2.3
A-29;2.0
A-5C;10.7
A6M2 (China);3.7
B-25J-30 (China);4.0
CW-21;2.7
D.510C;1.3
DB-3A (China);2.7
F-100A (China);9.3
F-100F (China);9.3
F-104A (China);9.3
F-104G (China);10.7
F-16A MLU (China);12.7
F-47N-25-RE (China);4.7
F-5A (China);10.7
F-5E (China);11.0
F-84G-21-RE (China);7.7
F-84G-31-RE (China);7.7
F-86F-30 (China);8.3
F-86F-40 (China);9.0
Gladiator Mk I (China);1.0
H-5;8.0
H-81A-2;2.3
Hawk III;1.0
Hs 123 A-1 (China);1.0
I-153 M-62 (China);2.3
I-15bis (China);1.0
I-16 Chung 28 (China);1.3
I-16 type 10 (China);2.0
I-16 type 17 (China);3.3
I-16 type 5 (China);1.3
IL-10 (1946) (China);5.0
J-10A;13.7
J-11;13.0
J-11A;13.7
J-2;8.3
J-4;8.7
J-6A;9.3
J-7D;11.0
J-7E;11.3
J-7II;9.3
J-8B;11.3
J-8F;13.0
JF-17;13.3
JH-7A;12.3
Ki-27 otsu (China);2.0
Ki-43-III ko (China);3.0
Ki-44-II hei (China);3.7
Ki-45 hei/tei (China);2.3
Ki-61-I otsu (China);3.7
Ki-84 ko (China);5.3
La-11 (China);5.3
La-9 (China);6.0
Martin 139WC;1.3
MiG-9 (China);7.3
MiG-9 (l) (China);7.3
Mosquito FB.Mk.26;3.7
P-38L-1 (China);4.7
P-40E-1 (China);2.7
P-43A-1 (China);2.7
P-47D-23-RA (China);3.7
P-47D-30 (China);5.0
P-51C-11-NT (China);3.7
P-51D-20 (China);4.0
P-51K (China);5.0
P-66;2.3
P1Y1 mod. 11 (China);3.3
PB4Y-2 (China);4.7
Q-5 early;9.3
Q-5A;9.7
Q-5L;9.7
SB 2M-103U (China);2.3
Shenyang F-5;9.3
Tu-2S-44 (China);5.3
Tu-4 (China);8.0
V-11;1.3
V-12D;2.3
A5M4;1.3
A6M2;3.7
A6M2 mod. 11;3.7
A6M2-N;2.3
A6M3;4.0
A6M3 mod. 22;4.3
A6M3 mod. 22Ko;5.0
A6M5;5.0
A6M5 Hei;5.0
A6M5 Ko;5.3
A6M5 otsu;5.3
A6M6c;5.0
A7He1;2.0
A7M1 (NK9H);5.0
A7M2;5.3
Aichi E13A1;1.3
B-17E (Japan);4.7
B5N2;1.3
B6N1 Model 11;1.7
B6N2 Model 12;2.3
B6N2a Model 12Ko;2.3
B7A2;3.7
B7A2 (Homare 23);3.7
Bf 109 E-7 (Japan);3.0
D3A1;1.3
D4Y1;2.0
D4Y2;2.3
D4Y3 Ko;3.0
E7K2;1.3
E8N2;1.3
F-1;10.0
F-104J;10.3
F-15J;13.0
F-15J(M);13.7
F-16AJ;12.7
F-4EJ ADTW;11.0
F-4EJ Kai Phantom II;12.3
F-4EJ Phantom II;11.0
F-5E FCU (Japan);11.3
F-86F-30 (Japan);8.3
F-86F-40 (Japan);9.0
F-86F-40 JASDF (Japan);9.0
F1M2;1.0
F4U-1A (Japan);3.0
Fw 190 A-5 (Japan);4.7
G4M1;2.7
G5N1;4.3
G8N1;6.0
H6K4;1.7
H8K2;3.7
H8K3;4.0
Hagiri's A5M4;1.3
J1N1;2.0
J2M2;5.0
J2M3;5.7
J2M4 Kai;5.0
J2M5;5.7
J2M5 30mm;5.0
J5N1;5.7
J6K1;6.7
J7W1;6.0
Ki-10-I;1.0
Ki-10-I C;1.0
Ki-10-II;1.0
Ki-10-II C;1.0
Ki-100;4.0
Ki-100-II;3.7
Ki-102 otsu;3.3
Ki-108 Kai;3.7
Ki-109;2.0
Ki-200;8.7
Ki-21-I hei;2.0
Ki-21-Ia;1.7
Ki-27 otsu;2.0
Ki-27 otsu Tachiarai;2.0
Ki-32;1.3
Ki-43-I;2.7
Ki-43-II;2.7
Ki-43-III otsu;4.0
Ki-44-I;2.7
Ki-44-I 34;2.7
Ki-44-II hei;3.7
Ki-44-II otsu;3.0
Ki-45 hei;2.3
Ki-45 ko;2.7
Ki-45 otsu;2.3
Ki-45 tei;1.7
Ki-48-II otsu;2.3
Ki-49-I;3.0
Ki-49-IIa;3.0
Ki-49-IIb;3.7
Ki-49-IIb/L;3.7
Ki-61-I hei;4.7
Ki-61-I ko;3.3
Ki-61-I otsu;3.7
Ki-61-I tei;4.3
Ki-61-II Otsu Kai;4.7
Ki-67-I Ko;4.3
Ki-67-I otsu;4.7
Ki-83;6.0
Ki-84 hei;6.3
Ki-84 ko;5.3
Ki-84 otsu;5.7
Ki-87;5.7
Ki-94-II;6.0
Ki-96;3.7
Kikka;7.0
N1K1;2.3
N1K1-Ja;5.3
N1K2-J;6.0
N1K2-Ja;6.0
P-51C-11-NT (Japan);3.7
P1Y1 mod. 11;3.3
R2Y2 Kai V1;8.0
R2Y2 Kai V2;8.0
R2Y2 Kai V3;8.0
T-2;9.7
T-2 Early;9.7
Tada's Ki-61-I hei;4.7
AMX;10.7
AMX A-1A;11.3
Ariete (Fighter);9.3
AV-8B Plus (Italy);13.0
B.R.20DR;1.7
B.R.20M M1;1.7
Ba.65 (K.14) L;1.3
Bf 109 F-4 (Italy);4.0
Bf 109 G-14/AS (Italy);5.3
Bf 109 G-2 (Italy);4.3
Bf 110 G-4 (Italy);3.7
Breda 88 (P.XI);1.7
C. 200 serie 3;2.3
C. 200 serie 7;2.3
C. 202;3.0
C. 202D;3.0
C. 202EC;4.0
C. 205 serie 1;3.7
C. 205 serie 3;4.7
C. 205N2;4.7
CL-13 Mk.4;8.3
CR.32;1.0
CR.32 bis;1.7
CR.32 quater;1.0
CR.42;1.3
F-104G (Italy);11.0
F-104S;11.3
F-104S TAF (Italy);11.3
F-104S.ASA;12.0
F-16A ADF (Italy);12.7
F-84F (Italy);8.3
F-84G-21-RE (Italy);7.7
F-86K (Italy);9.0
F.C.20 Bis;2.0
G.50 AS serie 7;1.7
G.50 serie 2;1.7
G.55 serie 1;5.0
G.55 sottoserie 0;4.3
G.55S;5.0
G.56;6.3
G.91 pre-serie;8.3
G.91 R/1;8.7
G.91 R/4;8.7
G.91 Y;9.0
G.91 YS;9.3
He 112 B-1/U2;2.0
Hs 129 B-2 (Romania) (Italy);2.3
IAR-81C;2.7
IL-10 (Italy);5.0
IL-28 (Italy);8.0
JAS39EBS HU C (Italy);13.7
Ju 87 D-3 (Italy);2.0
Ju 87 R-2 (Italy);1.3
Marcolin's C.R.42 CN;1.3
MiG-15bis (Italy);8.3
MiG-17PF (Italy);8.7
MiG-21bis-SAU (Italy);11.0
MiG-21MF (Italy);10.7
MiG-23MF (Italy);11.0
MiG-29 (Italy);12.7
P-47D-30 (Italy);5.0
P.108A serie 2;2.3
P.108B serie 1;3.3
P.108B serie 2;3.7
Re.2000 G.A.;2.3
Re.2000 serie 1;2.3
Re.2001 CB;3.0
Re.2001 CN;3.3
Re.2001 gruppo 22;3.0
Re.2001 serie 1;3.0
Re.2002 Early;2.3
Re.2005 serie 0;6.0
Ro.43;1.3
Ro.44;1.0
Ro.57 Quadriarma;2.7
S.81;1.3
S.M.79 AS;2.3
S.M.79 B;2.3
S.M.79 bis/T.M;2.3
S.M.79 serie 1;1.7
S.M.79 serie 8;2.0
Sagittario 2;9.3
SM.91;3.7
SM.92;4.0
Spitfire Mk Vb/trop (Italy);3.7
Su-22M3 (Italy);11.3
Tornado ADV;12.0
Tornado IDS (1995) (Italy);11.7
Tornado IDS (Italy);11.3
Tu-2S-59 (Italy);5.7
Vampire FB 52A;8.0
Yak-9P (Italy);5.0
Z.1007 bis serie 3;2.7
Z.1007 bis serie 5;3.0
A-35B (France);2.7
AD-4 (France);6.0
AD-4NA (France);6.0
Alpha Jet E;8.7
B-26C;4.7
Br.693AB2;1.7
C.R.714;1.3
Challe's Yak-9T (France);4.0
D.371;1.0
D.371 H.S.9;1.3
D.373;1.0
D.500;1.0
D.501;1.3
D.520;3.0
Etendard IVM;9.0
F-100D (France);9.3
F-104G (France);11.0
F-16A (France);13.0
F-16AM (France);13.7
F-6C-10-NA;3.7
F-84F (France);8.3
F-84F (IAF);8.3
F-84G-26-RE (France);7.7
F-86K (France);9.0
F-8E(FN) (France);10.0
F.222.2;2.3
F4U-7;6.0
F6F-5 (France);3.3
F6F-5N (France);4.3
F8F-1B (France);6.3
Firefly F.Mk.IV (France);3.7
Fokker G.IA (France);2.3
GL.832HY;1.3
Gladiator Mk I (France);1.0
H-75A-1;1.7
H-75A-4;2.3
Hunter F.6 (France);9.3
Jaguar A;10.7
Jaguar E;10.7
Lancaster MR.7;5.3
Late 298D;1.3
LeO 451 early;3.0
LeO 451 late;3.0
Loire 130C;1.3
M.B.152C1;2.3
M.B.157;3.3
M.B.162;5.0
M.B.174A-3;2.7
M.B.175T;3.3
M.D.450B Barougan;7.7
M.D.450B Ouragan;7.7
M.D.452 IIA;8.0
M.D.452 IIC;8.3
M.S.405C1;2.0
M.S.406C1;2.0
M.S.410;2.3
Martin 167-A3;2.0
Meteor F Mk.8 (France);8.0
Milan;9.7
Mirage 2000-5F;13.7
Mirage 2000C-S4;12.3
Mirage 2000C-S5;12.3
Mirage 2000D-R1;12.3
Mirage 4000;13.0
Mirage 5BA (France);10.3
Mirage 5F;10.0
Mirage F1C;12.0
Mirage F1C-200;12.0
Mirage F1CT;12.0
Mirage IIIC;10.0
Mirage IIIE;10.7
Mystere IVA;8.7
N.C.223.3;3.0
NC.900;5.0
P-39Q-25 (France);3.7
P-40F-5 Lafayette (France);2.7
P-47D-22-RE (France);3.7
P-63C-5 (France);4.0
Pallier's D.510;1.3
PB4Y-2 (France);4.7
PBY-5A Late (France);1.7
Potez 630;2.3
Potez 631;2.3
Potez 633;1.7
